Tipo de residuo;Total Nacional;Comunidades y Ciudades Autónomas;periodo;Total
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;03 Principado de Asturias;2012;5.563
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;03 Principado de Asturias;2011;5.301
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;03 Principado de Asturias;2010;6.488
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2021;7.763
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2020;8.262
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2019;31.178
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2018;65.140
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2017;20.453
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2016;7.845
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2015;25.968
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2014;20.977
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2013;26.407
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2012;3.408
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2011;11.405
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;04 Illes Baleares;2010;10.298
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2021;3.539
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2020;3.363
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2019;42.665
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2018;25.440
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2017;22.064
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2016;23.555
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2015;36.822
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2014;36.599
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2013;19.188
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2012;27.410
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2011;29.880
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;05 Canarias;2010;30.371
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2021;0
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2020;286
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2019;30.062
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2018;23.336
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2017;21.135
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2016;23.004
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2015;19.841
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2014;19.632
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2013;17.504
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2012;17.002
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2011;14.905
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;06 Cantabria;2010;8.153
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2021;9.847
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2020;7.523
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2019;26.465
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2018;17.151
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2017;28.717
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2016;11.829
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2015;13.041
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2014;13.139
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2013;14.062
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2012;12.644
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2011;23.539
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;07 Castilla y León;2010;33.977
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2021;10.228
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2020;1.237
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2019;8.269
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2018;9.959
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2017;29.996
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2016;86.875
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2015;40.640
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2014;38.474
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2013;29.375
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2012;13.005
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2011;11.306
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;08 Castilla - La Mancha;2010;31.588
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2021;52.949
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2020;65.339
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2019;135.031
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2018;117.245
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2017;105.836
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2016;163.348
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2015;94.157
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2014;100.042
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2013;86.516
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2012;83.700
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2011;55.438
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;09 Cataluña;2010;77.627
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2021;12.316
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2020;2.998
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2019;66.030
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2018;100.906
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2017;70.823
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2016;82.055
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2015;44.483
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2014;44.376
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2013;28.634
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2012;45.969
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2011;91.753
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;10 Comunitat Valenciana;2010;59.550
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2021;0
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2020;0
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2019;26.407
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2018;23.809
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2017;13.280
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2016;17.444
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2015;4.207
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2014;4.236
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2013;3.695
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2012;5.628
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2011;6.465
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;11 Extremadura;2010;16.706
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2021;3.665
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2020;1.852
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2019;16.269
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2018;13.508
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2017;12.507
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2016;12.217
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2015;14.872
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2014;14.984
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2013;8.990
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2012;9.232
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2011;21.650
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;12 Galicia;2010;23.130
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2021;45.153
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2020;63.011
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2019;49.665
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2018;27.001
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2017;44.938
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2016;59.683
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2015;50.243
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2014;51.997
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2013;51.035
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2012;51.972
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2011;30.682
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;13 Comunidad de Madrid;2010;66.879
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;14 Región de Murcia;2021;6.385
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;14 Región de Murcia;2020;4.825
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Total Nacional;14 Región de Murcia;2019;13.436
